Steps, Time
23, 0.0339999198914
26, 0.131000041962
25, 0.0679998397827
24, 0.151000022888
17, 0.0150001049042
21, 0.095999956131
26, 0.21799993515
24, 0.021999835968
26, 0.010999917984
17, 0.00899982452393
25, 0.0579998493195
22, 0.0220000743866
25, 0.0759999752045
15, 0.00799989700317
27, 0.137000083923
22, 0.0759999752045
27, 0.218999862671
19, 0.0269999504089
23, 0.133000135422
16, 0.00399994850159
28, 0.160000085831
27, 0.107000112534
24, 0.110000133514
20, 0.0239999294281
29, 0.319000005722
22, 0.0190000534058
20, 0.112999916077
24, 0.150000095367
23, 0.0539999008179
15, 0.00300002098083
16, 0.0149998664856
26, 0.213000059128
30, 0.159999847412
23, 0.0960001945496
23, 0.212000131607
25, 0.15900015831
24, 0.074000120163
16, 0.00499987602234
27, 0.148000001907
19, 0.0139999389648
28, 0.25
27, 0.0260000228882
25, 0.0870001316071
21, 0.0329999923706
24, 0.149999856949
18, 0.0720000267029
28, 0.263999938965
21, 0.0390000343323
23, 0.047000169754
17, 0.0230000019073
16, 0.018000125885
22, 0.108000040054
22, 0.0460000038147
21, 0.0609998703003
25, 0.0239999294281
20, 0.00399994850159
28, 0.0949997901917
23, 0.055999994278
27, 0.0510001182556
20, 0.0609998703003
24, 0.211999893188
21, 0.00699996948242
27, 0.397000074387
24, 0.0359997749329
26, 0.0970001220703
28, 0.292000055313
24, 0.0510001182556
23, 0.0469999313354
28, 0.635999917984
25, 0.119999885559
27, 0.278000116348
26, 0.0149998664856
15, 0.00300002098083
20, 0.0160000324249
24, 0.0620000362396
25, 0.0449998378754
24, 0.0469999313354
30, 0.259999990463
28, 0.614000082016
18, 0.069000005722
22, 0.0750000476837
20, 0.0150001049042
23, 0.00799989700317
18, 0.0309998989105
26, 0.15499997139
21, 0.0299999713898
27, 0.269999980927
23, 0.0659999847412
25, 0.0829999446869
22, 0.0230000019073
14, 0.0019998550415
26, 0.242000102997
25, 0.0369999408722
24, 0.126000165939
21, 0.050999879837
21, 0.0230000019073
25, 0.0930001735687
21, 0.029000043869
29, 0.605999946594
21, 0.0150001049042
27, 0.0839998722076
18, 0.00399994850159
25, 0.0649998188019
27, 0.177999973297
23, 0.0770001411438
27, 0.107000112534
22, 0.0209999084473
25, 0.0230000019073
22, 0.0340001583099
18, 0.0110001564026
26, 0.238000154495
22, 0.0610001087189
20, 0.00699996948242
24, 0.161000013351
25, 0.137000083923
22, 0.0659999847412
24, 0.0329999923706
17, 0.0160000324249
21, 0.0550000667572
20, 0.055999994278
22, 0.111000061035
21, 0.00800013542175
24, 0.00499987602234
27, 0.0939998626709
24, 0.0770001411438
19, 0.0240001678467
17, 0.0160000324249
27, 0.547999858856
26, 0.196000099182
19, 0.00600004196167
21, 0.0309998989105
22, 0.0150001049042
26, 0.220999956131
24, 0.0680000782013
16, 0.0019998550415
23, 0.0379998683929
25, 0.0439999103546
25, 0.226999998093
24, 0.0190000534058
23, 0.105000019073
27, 0.256999969482
25, 0.0880000591278
25, 0.0260000228882
22, 0.0529999732971
26, 0.0309998989105
24, 0.108999967575
22, 0.0530002117157
24, 0.0390000343323
20, 0.010999917984
23, 0.274000167847
22, 0.0189998149872
15, 0.00799989700317
23, 0.0199999809265
27, 0.0380001068115
18, 0.00999999046326
22, 0.0139999389648
22, 0.00699996948242
25, 0.1890001297
24, 0.0220000743866
21, 0.0149998664856
22, 0.0880000591278
18, 0.00400018692017
22, 0.00399994850159
20, 0.0260000228882
24, 0.0429999828339
26, 0.239000082016
26, 0.348999977112
27, 0.131999969482
22, 0.00699996948242
22, 0.0500001907349
26, 0.138999938965
23, 0.0629999637604
20, 0.00399994850159
23, 0.0349998474121
24, 0.0169999599457
25, 0.104000091553
21, 0.0299999713898
22, 0.0329999923706
17, 0.0190000534058
26, 0.0869998931885
25, 0.0299999713898
27, 0.342000007629
27, 0.0640001296997
26, 0.151999950409
28, 0.121999979019
24, 0.128999948502
23, 0.0360000133514
23, 0.0389997959137
24, 0.039999961853
24, 0.15700006485
21, 0.0590000152588
26, 0.161999940872
25, 0.112999916077
28, 0.307999849319
23, 0.0239999294281
14, 0.00500011444092
21, 0.0130000114441
23, 0.0770001411438
24, 0.0490000247955
16, 0.0170001983643
24, 0.0310001373291
21, 0.0369999408722
26, 0.0750000476837
23, 0.0190000534058
20, 0.0360000133514
23, 0.0269999504089
27, 0.0479998588562
23, 0.18799996376
26, 0.44100022316
26, 0.069000005722
29, 0.204999923706
19, 0.0110001564026
26, 0.499000072479
22, 0.0250000953674
23, 0.0260000228882
18, 0.0260000228882
21, 0.0920000076294
18, 0.00800013542175
18, 0.0230000019073
21, 0.00699996948242
12, 0.00300002098083
27, 0.128000020981
27, 0.0929999351501
19, 0.00999999046326
22, 0.0439999103546
21, 0.00500011444092
17, 0.00300002098083
26, 0.0190000534058
24, 0.0590000152588
27, 0.266999959946
24, 0.114000082016
20, 0.0820000171661
29, 0.114000082016
19, 0.0119998455048
27, 0.165999889374
23, 0.0389997959137
20, 0.0230000019073
24, 0.0999999046326
22, 0.273999929428
19, 0.0120000839233
23, 0.258999824524
24, 0.0460000038147
21, 0.0340001583099
26, 0.178999900818
20, 0.0160000324249
26, 0.261000156403
25, 0.0590000152588
23, 0.0260000228882
25, 0.0940001010895
24, 0.0530002117157
22, 0.055999994278
25, 0.236999988556
29, 1.08800005913
25, 0.136999845505
23, 0.0169999599457
23, 0.0480000972748
21, 0.0169999599457
21, 0.00500011444092
20, 0.0460000038147
23, 0.0620000362396
22, 0.0440001487732
19, 0.0119998455048
25, 0.105000019073
27, 0.328000068665
25, 0.0239999294281
19, 0.0479998588562
20, 0.0239999294281
19, 0.0279998779297
25, 0.162999868393
22, 0.150000095367
20, 0.00600004196167
17, 0.0130000114441
19, 0.0260000228882
20, 0.0369999408722
25, 0.223000049591
21, 0.0490000247955
21, 0.0260000228882
23, 0.0869998931885
21, 0.00499987602234
24, 0.0369999408722
22, 0.118999958038
23, 0.095999956131
16, 0.00300002098083
24, 0.0859999656677
24, 0.0110001564026
21, 0.0260000228882
26, 0.174999952316
24, 0.0389997959137
23, 0.0309998989105
24, 0.076000213623
25, 0.0940001010895
23, 0.0220000743866
19, 0.0119998455048
20, 0.0210001468658
19, 0.0130000114441
27, 0.0729999542236
17, 0.00400018692017
27, 0.0729999542236
26, 0.541000127792
26, 0.0759999752045
20, 0.0339999198914
21, 0.128999948502
23, 0.0149998664856
21, 0.0279998779297
20, 0.0420000553131
21, 0.00600004196167
26, 0.164000034332
20, 0.0160000324249
20, 0.069000005722
22, 0.0659999847412
27, 0.405999898911
19, 0.0119998455048
22, 0.010999917984
21, 0.0320000648499
29, 0.223999977112
23, 0.112999916077
21, 0.0169999599457
25, 0.30999994278
24, 0.0249998569489
21, 0.0569999217987
29, 0.357999801636
23, 0.0610001087189
26, 0.146000146866
24, 0.0770001411438
25, 0.0220000743866
22, 0.0409998893738
